,yorum,duygu
6785,Turkcell'in tarifeleri avea'yı ezer ama hala aveadayım. Nasıl bir sadakattır arkadaş ????,olumlu
6786,Teşekkürler Turkcell ayda 5 tlye hislerime tercümanlik yapan ne kadar insan varsa ayağıma getiriyorsun. Birde internet ıcın kötü diyorlar.,olumlu
6787,Turkcell: -8.00 limit veriyorum.Vodafone: -6.00 limit veriyorum.Avea: Bizde veresiye yok gardaş,olumlu
6788,Turkcell reklam şirketini mi değiştirdi? Son reklam gayet başarılı,olumlu
6789,"Turkcell,ilişkimizi taze tutmak için sürekli küçük sürprizler yapıyor bize.Canım Turkcell.",olumlu
6790,Turkcell  vınn wifi manyak bişey nere gitsem telefon gibi yanımda taşıyorum istediğim yerden internete ıpad ve ıphone la giriyorum ;),olumlu
6791,"Turkcell sosyal medya reklami cok iyi yaa.. ""begendi apartmani"" dhkdklksks",olumlu
6792,Vodafone kurumsal hat reklamına çıkan patronların hepsinin Turkcell hat kullandığına bahse girerim.,olumlu
6793,Turkcell Müzik'te Gülşen-Yatcaz Kalkcaz Ordayım şarkısını dinliyorum. Sen de dinlemek istersen;  http://trcll.im/41GD4,olumlu
6794,"Müşteriyi en çok mağdur eden gsm operatörünn Avea, en yapıcı operatörün de Turkcell olduğunu biliyor muydunuz?Bknz: http://sikayetvar.com",olumlu
6795,Turkcell bak beleşten 10000 sms gönderdi :D,olumlu
6796,Tv siz bir yerdeyim sırf Öteki Gündem ve @ciftpelin ve de @Talhaugurluel var diye Turkcell TV aldım. Böyle kaliteli programların erken +,olumlu
6797,Uludağ’da ‘mobil tatil’ keyfi: Kuzey Kıbrıs Turkcell’in ‘PG TIPS’ kampanyasıyla kazandılar http://bit.ly/127TxRy  KKTCell,olumlu
6798,"Turkcell Superonline'ın Hızı, Dünya Ortalamasından 6 Kat Daha Hızlı http://habertakip.com/haberler/c-2878108 …",olumlu
6799,Turkcell Müzik'te Gripin-Aşk Nereden Nereye şarkısını dinliyorum. Sen de dinlemek istersen;  http://trcll.im/dYS9B,olumlu
6800,Bursa'ya dair özlediğim tek şey de 20 mbps turkcell superonline fiberim olmuş. MİS.,olumlu
6801,Sen vodafone gibi ani yasarken ben turkcell gibi seni heryerde cekemem :(,olumlu
6802,Calisan demir isildar... (@ Turkcell Superonline - @superonlinetr) http://4sq.com/105YbDU,olumlu
6803,Turkcell bile attığım tribe daha fazla dayanamayıp 2500 sms verdi :D,olumlu
6804,"GNCTRKCLL'LİYİZ DİYORUZ, LTB'DE % 25 İNDİRİMİ KAPIYORUZ! - http://gnctrkcll.turkcell.com.tr/?q=tarife/gnctrkcll-liyiz-diyoruz-ltb-de-yuzde-yirmi-bes-indirimi-cebe-atiyoruz … @gnctrkcll aracılığıyla",olumlu
6805,Turkcell Müzik'te Ankaralı Coşkun-Ankara'nın Bağları şarkısını dinliyorum. Sen de dinlemek istersen;  http://trcll.im/5QbCN,olumlu
6806,Turkcell Süper Müzik kampanyasını duydun mu? http://snbn.cc/40C35,olumlu
6807,artık turkcell müşteri hizmetleriyle muhabbet etcem hal hatır soruyolar muhabbet koyu :D,olumlu
6808,turkcell'in bile cekmedigi yerler varken vodafone senin neyine o hadsiz reklamlar.demekten kendimi alamiyorum.,olumlu
6809,Turkcell hattımı kullanmaya başlıyım ben en iyisi ya..,olumlu
6810,Koydum telefonumuu onumeee baktım hepsııı turkcell :D,olumlu
6811,Bugün Türkiye’de internete fiber teknolojisi ile bağlanan her 3 aileden 2’Sİ Turkcell Superonline’lı. http://youtu.be/4flWy__WX-8,olumlu
6812,Oo turkcell tim sahiplerini survivor'a gönderiyor calısanlarınıda tatile romaya yeppa sevdim ben bu ısı,olumlu
6813,"Turkcell fatura detayı için video hazırlamış, canımm, teşekkürler:)",olumlu
6814,yarın ilk iş turkcell'e gitmek herkesin mutluluğu sart,olumlu
6815,Kahve Diyarı eski anılarla yeni dostlarla Turkcell kıyağıyla daha bi sıcak daha bi güzel. keşke hep gitmek gitmek ve gitmek....,olumlu
6816,"Turkcell'in yeni reklami reklam degil, harika bir Youtube videosu olmus resmen. Tekrar tekrar izlenebilir: http://www.youtube.com/watch?v=mb4qCtKt4Lw …",olumlu
6817,"turkcell superonline abartıldığı kadar var, az bile abartmmışlar.",olumlu
6818,"@AveaDestek @pdrgunlugu benimkini 10 kere incelediler.sonunda telefonunuz bozuktur dediler. turkcell'e geçtim, tel'in arızası düzeliverdi:))",olumlu
6819,Bi Turkcell bir de Coca Cola gerçekten çok sağlam reklam Filmleri hazırlıyorlar ..,olumlu
6820,turkcell gece 2 den 6 ya beleş internet veridi 9 gibi yatıyom kuruyorum alarmı 3 e kalkıp internete giriyorum sakfbkjf,olumlu
6821,Turkcell interneti 4G yapıp bide sınırsız internet paket yapsa var işi götürür adamlar hızlı ?? bide TTnet'e bak kafa buluyor sanki ??,olumlu
6822,Aylar sonra Turkcell mesaj attı. özlemişim keratayı,olumlu
6823,Turkcell bana güzellik yaptı heralde hala twitter paketim bitmedi 3 gün sonra biticek diye mesaj geldi 5 gün oldu :D,olumlu
6824,Yenı Turkcell reklamı da muhtesem olmamıs mı ya ?,olumlu
6825,"bitek turkcell musteri hizmetlerindeki serkan abi benimle kosulsuz konusuyor, yakinda ilk sen kapat diye kavga edicez ya aiiioooyyyyyy",olumlu
6826,Turkcell'lioğulları reklamı ilgi gördü- İşler Güçler’in oyuncularının bulunduğu yeni reklam filmi çok tıklanacağa benziyor.,olumlu
6827,super olmus :)“@AHMTKURAL: “ ‘Üç Cihanda Dört Çeken Beylik’ TURKCELL’LİOĞULLARI GELİYOR! http://youtu.be/hcvg5fYzYrA  #EskidenCepTelefonuOlsaydi””,olumlu
6828,"Turkcell Global Bilgi, BSI (British Standarts Institute) tarafından verilen “ISO 22301 sertifikası alan dünyadaki ilk-tek çağrı merkezi oldu",olumlu
6829,Turkcell Müzik'te Cüneyt Ergün-Taşıdığım Kadar Varsın şarkısını dinliyorum. Sen de dinlemek istersen;  http://trcll.im/6ZdHf,olumlu
6830,250 mb 00.00-06.00 arası net verdi Turkcell. Hayırdır inşallah. :D,olumlu
6831,#DirectionerlarUnfollowsuzTakipleşiyor turkcell dört ceker takip edenler cok seker,olumlu
6832,Turkcell'de Elif isimli cagri merkezinde ki uzmanla bir omur filan konusurdum herhalde.,olumlu
6833,Sen vodafon gibi anı yaşarken ben turkcell gibi seni çekemem :D,olumlu
6834,1998'den beri turkcell kullanıyorum. Allah ömür verdikçe de başka operatör düşünmüyorum,olumlu
6835,Türkiye'nin ilk yerli tasarım akıllı telefonu: İlk yerli tasarım akıllı telefon Turkcell T40 satışa çıktı. http://bit.ly/18VmQLY,olumlu
6836,Turkcell T40 satışa sunuldu: Turkcell'in ilk yerli akıllı telefon sloganıyla geçtiğimiz haftalarda tanıtımını ... http://bit.ly/1ca4JqK,olumlu
6837,"Sen vodafone gibi anı yaşarken,ben turkcell gibi seni her yerde çekemem",olumlu
6838,Turkcell Müzik'te Ebru Gündeş - Beyaz şarkısını dinliyorum.@gazozluleblebi me?? http://trcll.im/O9IDc,olumlu
6839,paketin uygun olup olmadıgını kendi söylüyor arkadaşlar turkcell hizmette sınır tanımıyooor,olumlu
6840,Abi şuan dan itibaren Turkcell liyim ve bu hıza alışamadım 1çubuk çeken 3G Avea'nın 5 çubuk çeken 3G sine kaç basar bilemiyorum #Turkcell,olumlu
6841,turkcell gibiyiz her yerde çekiyoz ;),olumlu
6842,Turkcel -8.00 limit veriyorumVodafone -5.00 limit veriyorum Avea;Bizde veresiye yok gardaş Biz o günleri unutmadık işte gecirsede Turkcell??,olumlu
6843,"Kesinlikle interneti en yavaş operatörsünüz. O kadar sinir bozucu bir yavaşlık ki,geldiğim gibi Turkcell'e geri döneceğim. @AveaDestek @Avea",olumlu
6844,Hayatımın sonuna kadar Turkcell m. hizmetlerinden Fatoş'la konuşabilirim. Egomu okşadı resmen. Annem bile bu kadar halimi hatrımı sormuyor.,olumlu
6845,SEN VODAFONE GİBİ ANI YAŞARKEN BEN TURKCELL GİBİ HER YERDE SENİ ÇEKEMEM S E L A M I N A L E Y K Ü M,olumlu
6846,Ya turkcell de ne guzel int sinirsizdi istedigim gibi kullaniyodum. Ulan vodafoneye gectim int paketi bitmesin diye gotumu yirtiyom,olumlu
6847,Avea yüzünden turkcell in interneti sorunlu diyorlar,olumlu
6848,Hayat zaten sana güzeldi dimi. Aynen bana da güzel. Turkcell'liyimde ben :D,olumlu
6849,"Turkcell, ‘Türkiye’nin En Beğenilen Şirketi’ seçildi http://2nx8u.tk",olumlu
6850,#PorschemOlsa turkcell'e geçerim,olumlu
6851,Turkcell Müzik'te Iron Maiden - The Aftermath şarkısını dinliyorum. http://trcll.im/WmyCe  Gömülü resim için kalıcı bağlantı,olumlu
6852,Turkcell Müzik'te U2 - Bullet The Blue Sky (Remastered) şarkısını dinliyorum. http://trcll.im/FA1lv  Gömülü resim için kalıcı bağlantı,olumlu
6853,Turkcell'in Esnaf Beni Affeder mi? Reklamı çok iyi olmuş. Tebrikler @Turkcell  http://www.youtube.com/watch?v=8VpNNziJiII …,olumlu
6854,#SeninİleBen çok mutluyduz turkcell :DD,olumlu
6855,"Turkcell TV+’da ""Fatih Harbiye"" izliyorum.  #FatihHarbiye Emre'nin annesi artık ölmeli yoksa topluca öldürecegiz ?? #TurkcellTV+",olumlu
6856,Hakikaten Turkcell kadar vefalı birini bulamadık :P,olumlu
6857,Vadofone'un çekim gücü ile Turkcell'in çekim gücü bir değil kandırma milleti vadofone!,olumlu
6858,Turkcell bana 8 aydir guzellik yapiyodun askim bedava int veriyodun hala seninleyim yap bi guzellliikk be askim yine yaap int yaaappp??????,olumlu
6859,Sen vodafone gibi anı yaşarken ben turkcell gibi seni her zaman çekemem delikız,olumlu
6860,Avea ve Turkcell'in reklamlarına hayran kaldım. O sound nedir ya? Aşk her şeyi affeder mi out Esnaf beni affeder mi in.,olumlu
6861,Operatörüm TURKCELL seninle gurur duyuyorum. #EngelTanımayanlar,olumlu
6862,"turkcell'in turbo internet reklamına kimsenin ses çıkarmaması ne garip, özetle diyor ki, internet hayatınızı s*kiyor ama biz daha hızlıyız.",olumlu
6863,@muharrmyldz turkcell tatlim ????,olumlu
6864,Turkcell Müzik'te mariah carey listesini dinliyorum.Sen de dinle; http://trcll.im/cAG1I  Gömülü resim için kalıcı bağlantı,olumlu
6865,Turkcell bu aralar çok şımartıyor beni Gömülü resim için kalıcı bağlantı,olumlu
6866,SMS yapinca yaninda bide 100mb veriyomuş turkcell askim mbciklerimde bitmişti zaten :dd,olumlu
6867,Sağolsun turkcell bayram mesajı attı o da olmasa ;(,olumlu
6868,Turkcell de olmasa hal hatır soranın yok hala coolluk derdindesin.,olumlu
6869,"19.05.2004'te Turkcell'in gençlik bayramında kısa mesajı bedava yapmasıyla kontrolden çıkan, sevinçten ne mesaj atacağını sapıtan nesildik..",olumlu
6870,@guzinyy @Ay_Lin83  o işe Turkcell bakıyor :)),olumlu
6871,sebebini bilmediğim bir şekilde tekrardan internete girmeye başladım :):) teşekkürler turkcell;),olumlu
6872,@barisaltinak wireless Adisyon açayım istersen turkcell 3g çekiyor :D,olumlu
6873,Kim demiş turkcell çekmiyor diye :D Gömülü resim için kalıcı bağlantı,olumlu
6874,Birde turkcell çekmiyor derler :D Gömülü resim için kalıcı bağlantı,olumlu
6875,Turkcell'i sevdim ya,olumlu
6876,"@alperarac @fb_konur Aveanın da ucuzunu gördüm 7 sene,faturalı faturasız :) Dediğim gibi Turkcell candır bir gün anlarsınız yeğen ;)",olumlu
6877,Turkcell'in reklamı şarkıyı uyarlamaları güzel de Murat Muratmuratmurathanoğlu yapmacık tepkileriyle abartmış yine.Olmamış.,olumlu
6878,Turkcell solumda gerisi yolunda :DD Fotoğrafı görüntüle 0 retweet 3 favori,olumlu
6879,@fb_konur @alperarac Kalite isteyen ve bulan birisi daha diyelim ;) Kanka Turkcell 6GB hoşgeldin kampanyası yaz gerisini halledersin zaten:),olumlu
6880,"Turkcell TV+'da ""İnanılmaz Örümcek Adam 2"" izliyorum #TurkcellTV+",olumlu
6881,Turkcell Müzik'te Chuck Berry - Johnny B Goode şarkısını dinliyorum. http://trcll.im/aJl16,olumlu
6882,@MaylininFeyki eed turkcell her yerde dört çeqer,olumlu
6883,"Avrupa'nın En Hızlı Büyüme Gösteren Telekomüniksyon Markası Turkcell: Turkcell CEO'su Süreyya Ciliv, iletişim ... http://bit.ly/1naGagN",olumlu
6884,"Turkcell Ceosu Ciliv: avrupanın En Hızlı Büyüyen Telekom Grubu Olduk: Serhat TEZCAN/ BURSA, () - BURSAda konuş... http://news24h.allnews24h.com/5tNs",olumlu
6885,AVRUPA'NIN EN HIZLI BÜYÜME GÖSTEREN TELEKOMÜNİKSYON MARKASI TURKCELL: AVRUPA'NIN EN HIZLI BÜYÜME GÖSTEREN TELE... http://tinyurl.com/k6glyqo,olumlu
6886,"Turkcell Avrupa'nın en fazla büyüyen telefonu-Turkcell CEO'su Ciliv, ""Geleceğin iyi işlerine... http://www.finansglobal.com/haber/16234",olumlu
6887,Avropanın Ən Sürətli böyümə göstərən Telekomüniksyon Markası Turkcell http://www.habermonitor.com/az/haber/detay/avropanin-n-surtli-boyum-gostrn-telekomuniksy/384987/ …,olumlu
6888,Avrupa'nın En Hızlı Büyüme Gösteren Telekomüniksyon Markası Turkcell http://www.habermonitor.com/tr/haber/detay/avrupa-nin-en-hizli-buyume-gosteren-telekomun/384987/ … #BURSA,olumlu
6889,"Süreyya Ciliv: Turkcell, Avrupanın En Hızlı Büyüyen Telekom Grubu Oldu http://fb.me/2kKhEqKQ7",olumlu
6890,"Turkcell son 2 yılda Avrupa'nın en fazla büyüyeni-Turkcell CEO'su Ciliv, ""Geleceğin iyi işlerine... http://www.teknolojigundem.com/haber/597067",olumlu
6891,"Süreyya Ciliv: Turkcell, Avrupanın en hızlı büyüyen telekom grubu oldu: Turkcell CEOsu Süreyya Ciliv, Turkcell... http://tinyurl.com/pv8fpwa",olumlu
6892,Turkcell'in konuştukça internet kazan iyiymiş baya iş yapar.,olumlu
6893,"TURKCELL CEO'SU CİLİV: ""AVRUPA'NIN EN HIZLI BÜYÜYEN TELEKOM GRUBU OLDUK"" http://dlvr.it/5smP0J",olumlu
6894,"23:43 - Süreyya Ciliv: Turkcell, Avrupanın en hızlı büyüyen telekom grubu oldu: BURSA - Turkcell CEOsu Süreyya... http://bit.ly/1h5Lp1I",olumlu
6895,Yarin ilk işim avea dan tekrar turkcell r gecmek olacak,olumlu
6896,Turkcell bana mektup yazmış. Diyor ki Sayın Şen BTK'nınn 2013/DK-SSD/580 sayılı kararı kapsamında size ..tl iade edilmesi gerekmektedir. :)),olumlu
6897,Turkcell den 100Mb lik int paketi geldi. Eyvallah Turkcell bana eski gunleri hatirlatip tebessum ettirdigin icin ;),olumlu
6898,Bu avea internet hizinda vodafone turkcell e rahmet okutturur :(.durduğu yerde 2g-3g geçiş yapıyor sürekli..,olumlu
6899,Turkcell Müzik'te Hakan Peker - Kaldı Bende şarkısını dinliyorum. http://trcll.im/1C23t  Gömülü resim için kalıcı bağlantı,olumlu
6900,Hayır anne babamla hattımı asla değişmem. Hayır anne bizim evde avea çekmiyo. Hayır anne ben Turkcell le mutlutum,olumlu
6901,@HalitAyberk83 4 gb internet paketim var canim benim hemde turkcell takma kafani oyle seylere bimcell ??,olumlu
6902,@AkkayaUmid TeGo TuRkCeLL 4 CeKeR MıGo Bu ÜmİdO  Coq ŞeKeR :Dddd ✌️✌️seviyorum seni kardeşim,olumlu
6903,Turkcell Müzik'te Ebru Gündeş - Sor Bakalım şarkısını dinliyorum. http://trcll.im/mB5TF  Gömülü resim için kalıcı bağlantı,olumlu
6904,@_ozgeyilmaz_ @tugcekucukuysal Hayr ama sen yokken turkcell vardi bknz 1990 dan beri turkcelliyim dndhdhhd,olumlu
6905,"Turkcell TV+’da ""The Walking Dead"" izliyorum. #TurkcellTV+",olumlu
6906,Turkcell Global Bilgi dünya birincisi oldu http://bit.ly/1vnbNKH Özeti görüntüle 0 retweet 0 favori,olumlu
6907,Turkcell Müzik'te 'Zeynep Bastık-Fırçaşarkısını dinliyorum. Sen de dinlemek istersen; http://trcll.im/Pyce3,olumlu
6908,Sephora genç turkcell 1 alana 1 bedava kampanyası http://dlvr.it/7YjSWX,olumlu
6909,Kamil Koç genç turkcell kampanyası 1 bilet alana 1 bilet hediye http://dlvr.it/7YjMNd,olumlu
6910,Turkcell 5 çeker Avea 1 zor çekiyor !!,olumlu
6911,Vodafone de olan paketin aynısını turkcell yapmıs turkcelle gececem oturdugum yerden internete giremiyorum aq,olumlu
6912,Sephora genç turkcell 1 alana 1 bedava kampanyası http://goo.gl/fb/9nwEmW,olumlu
6913,Kamil Koç genç turkcell kampanyası 1 bilet alana 1 bilet hediye http://goo.gl/fb/9jb8XO,olumlu
6914,Turkcell'den bile hizlisin kralice girmenle cikman bir oluyor :) @edaeceu ...,olumlu
6915,@edaedaozerkan Turkcell 4 çeker benim Eda ablamm çok şekerrr :)))),olumlu
6916,Turkcell ile download 22mb i gördüm ya! Tebrikler @Turkcell,olumlu
6917,"Da Vinci Learning, Geleceğin TV platformu Turkcell TV+ üzerinde zengin içerikleriyle yayına başladı http://wp.me/p4FDXi-TF",olumlu
6918,20 Kasım-31 Aralık arası her Pazartesi ve Perşembe günü @SephoraTurkiye markalı ürünlerde Genç Turkcell'lilere 1 ALANA 1 HEDİYE!,olumlu
6919,Turkcell Canlı Hizmet veriyor harikasınız. @Turkcell :),olumlu
6920,"Gidiyorum diye sms yapmadım, lira yükledim; gün içinde her mesaja 33 kuruş harcadım... Şu saatte Turkcell bana 30 günlük sms hediye etti!",olumlu
6921,Turkcell Müzik'te Çelik - Hercai şarkısını dinliyorum. http://trcll.im/xiW9F,olumlu
6922,"A tipi 3G lisansı, sadece Turkcell'de Reklam Filmi: @YouTube aracılığıyla http://youtu.be/4q8ZTfY8mAY?a",olumlu
6923,"1,5 ay bağlamadıktan ve ben 2 yıl taahütlü Turkcell Vınn aldıktan sonra Turktelekom aniden interneti bağlayabileceğini fark etti :(",olumlu
6924,Turkcell Müzik'te Fazil Say - Summertime I from 'Porgy & Bess' şarkısını dinliyorum. http://trcll.im/k7N7w,olumlu
6925,Teşekkürler turkcell.,olumlu
6926,evet turkcell bu hafta hangi bedava paketini kullaniyoruz?,olumlu
6927,"@sevilayyaziyor bulunduğun çukurdan iyi çekiyor telefonun twit atabiliyorsun, Turkcell mi?",olumlu
6928,"Turkcell TV+’da ""Chelsea-Galatasaray"" izliyorum #TurkcellTV+",olumlu
6929,"Tek isiniz milleti internete baglamak onu da beceremiyorsunuz be @uydunet , Turkcell isini sizden iyi yapiyor be ... Gömülü resim için kalıcı bağlantı",olumlu
6930,"Sen vodafone gibi anı yaşarken, ben turkcell gibi seni her yerde çekemem’…",olumlu
6931,Turkcell Müzik'te Mariah Carey - My All şarkısını dinliyorum. http://trcll.im/B9ke9,olumlu
6932,Turkcell canm yaa son gunde internetimi hizlandirdii :Dd,olumlu
6933,@Muratgeriss olum sen vodafondan turkcell'e gecicem demedin mi :D,olumlu
6934,Turkcell Müzik'te Oya - Bora - Bana Bir Masal Anlat Baba şarkısını dinliyorum. http://trcll.im/neaIX,olumlu
6935,Turkcell Dört Çeker Aytilimiz Çok Şeker. @dmtzdmr @iekinkoc @ipekbagriacikk @burakcaan @berkcankat @booracengiz Gömülü resim için kalıcı bağlantı,olumlu
6936,Turkcell Müzik'te Yıldız Tilbe - Seninle Çok İşim Var şarkısını dinliyorum. ŞİMDİ BANA MUTLULUK YAKIŞIR???? http://trcll.im/J2WZY,olumlu
6937,Turkcell'in internetinden Avea'nın internetine geçince Ferrari'den inip kağnıya binmiş gibi hissediyorum,olumlu
6938,@demirci00 türksele geçmeyin zaten siz Turkcell'e geçin genç tarife kaçmaz ikili paket var 500 dk heryöne 1 gb internet 30 tl iyi tarife,olumlu
6939,"Bi sorun, anam babamda niye turkcell var?? @avea",olumlu
6940,Oh be sonunda turkcell'ide olduk,olumlu
6941,Sen vodafone gibi anı yaşarken ben turkcell gibi seni her yerde çekemem..,olumlu
6942,Bu Avea'nın tam cektigini görmeden ölürsem lanet ettigim Turkcell'e simdiden hakkımı helal ediyorum.,olumlu
6943,Turkcell ile girilen twitter kablonetle ulaşılamaz durumda...,olumlu
6944,Binlerce kişi Turkcell Superonline avantajlarıyla konuşuyor http://goo.gl/fb/CNZlu  #güncellemeler,olumlu
6945,"@Hormonlu_Editor servis sağlayıcısına bağlı sanırım,uydunetten hala girilemiyor,ttnet hakkında şikayet yazanlar da gördüm,turkcell açtı..v.s",olumlu
6946,@gzdnew   TURKCELL 4 ÇEKER  GÖZDE MUKAVELAT ÇOK ŞEKER  <3,olumlu
6947,Bi Sesini duymak istedim - Turkcell Reklamı: http://youtu.be/cOK62jmBMsk  güzel reklam mış şimdi :),olumlu
6948,Turkcell Müzik'te Sezen Aksu-Hala Haber Bekliyorum Senden şarkısını dinliyorum. Sen de dinlemek istersen;  http://trcll.im/00R7J,olumlu
6949,@ilknurtepee çevremin hepsi turkcell bende düşünüyorum da olmuyo :D,olumlu
6950,turkcell bana kiyak yaptiiii :)):):,olumlu
6951,Turkcell Müzik'te Zeki Müren - Susma ?? http://trcll.im/1lOMU,olumlu
6952,Turkcell Müzik'te Duman-Dibine Kadar şarkısını dinliyorum. Sen de dinlemek istersen;  http://trcll.im/Tbd2p,olumlu
6953,"Turkcell Dört Çeker,Ben Çok Şeker.",olumlu
6954,Turkcell Müzik'te Ferhat Göçer - Sarıl Bana sen geldin bahar geldi  http://trcll.im/A5IxP,olumlu
6955,Turkcell Müzik'te Sezen Aksu-Şu Saniye şarkısını dinliyorum. Sen de dinlemek istersen;  http://trcll.im/dexuX,olumlu
